TaxaName	RecNum	Phylum	Class	Order	Family	Genus	GroupCoarse	GroupFine	Species	ID level	Origin	IntroSource	CommonName	AlternateNames	ITIS_Accepted_Name	ITIS_URL	COL_Accepted_Name	COL_URL	Ref_GL_occurrence	Erie	Huron	Michigan	Ontario	Superior	St. Mary's River	Huron Erie Corridor	Niagara River	Ref_location	Notes	Benthic	Littoral	Limnetic	Lakes_Proper	Tribs/Wetlands	Aerial/ Terrestrial	BOLD_link	Other_Genetic_Info	NatHistory_source	NatHistory_link	nasID
Achnanthes atacamae	4	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes atacamae	Species	Native				Achnanthes atacamae Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3462	Achnanthes atacamae	http://www.catalogueoflife.org/col/details/species/id/1d6ed3fe91183ba73c83b50da4450c5c	Stoermer et al 1999; 										"Algaebase - Achnanthes atacamae Hustedt: http://www.algaebase.org/search/species/detail/?species_id=50081; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes biasolettiana 	5	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes biasolettiana 	Species	Native			Achnanthidium pyrenaicum	Achnanthes biasolettiana (Kütz.) Grunow	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3463			Stoermer et al 1999; U.S. EPA GLNPO 2018; 		1								"Algaebase - Achnanthidium pyrenaicum (Hustedt) H.Kobayasi: http://www.algaebase.org/search/species/detail/?species_id=40148; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x		x						NA	NA
Achnanthes brevipes	6	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes brevipes	Species	Native			Originally as Achnanthidium brevipes var. intermedia 	Achnanthes brevipes C. Agardh	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3430	Achnanthes brevipes	http://www.catalogueoflife.org/col/details/species/id/0321c36615cddc89657cc0c3f4d7047e	Stoermer et al 1999; Makarewicz et al 1995; 				x						"Algaebase - Achnanthes brevipes C.Agardh [uncertain]: http://www.algaebase.org/search/species/detail/?species_id=30860; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x					http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Achnanthes+brevipes			NA	NA
Achnanthes coarctata	7	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes coarctata	Species	Native				Achnanthes coarctata (Bréb.) Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3469	Achnanthes coarctata	http://www.catalogueoflife.org/col/details/species/id/7a12ca8b27a865e2d537cd24961ec185	Stoermer et al 1999; 										"Algaebase - Achnanthes coarctata (Brébisson ex W.Smith) Grunow : http://www.algaebase.org/search/species/detail/?species_id=30868; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x					http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Achnanthes+coarctata			NA	NA
Achnanthes conspicua 	8	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes conspicua 	Species	Native			Platessa conspicua 	Achnanthes conspicua Mayer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3445	Achnanthes conspicua	http://www.catalogueoflife.org/col/details/species/id/ee4e1f57e24ff4374463a1a906816bed	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; U.S. EPA GLNPO 2018; 		1	x	x						"Algaebase - Platessa conspicua (Ant.Mayer) Lange-Bertalot: http://www.algaebase.org/search/species/detail/?species_id=130910; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x		x						NA	NA
Achnanthes deflexa	9	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes deflexa	Species	Native			Achnanthidium deflexum	Achnanthes deflexa C. W. Reimer in Patrick & Reimer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3544	Achnanthes deflexa	http://www.catalogueoflife.org/col/details/species/id/6961264c8a614fd09142996f33275105	Stoermer et al 1999; 										"Algaebase - Achnanthidium deflexum (C.W.Reimer) J.C.Kingston: http://www.algaebase.org/search/species/detail/?species_id=40139; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes depressa	10	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes depressa	Species	Native				Achnanthes depressa (Cleve) Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3448	Achnanthes depressa	http://www.catalogueoflife.org/col/details/species/id/61e42a669015c7b4c353d963616008c4	Stoermer et al 1999; 										"Algaebase - Achnanthes depressa (Cleve) Hustedt: http://www.algaebase.org/search/species/detail/?species_id=33092; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes didyma	11	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes didyma	Species	Native			Planothidium didymum	Planothidium didymum (Hust.) Round & Bukht.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591479	synonym	http://www.catalogueoflife.org/col/details/species/id/f2f82511ceac5ced80a94452eb202d1a/synonym/6a7999f0300009ca818309c2298e5459	Stoermer et al 1999; Makarewicz et al 1995; 				x						"Algaebase - Achnanthes didyma Hustedt : http://www.algaebase.org/search/species/detail/?species_id=30875; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes dispar	12	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes dispar	Species	Native			"also as Achnanthes dispar var. angulata Hust., Achnanthes dispar var. fontellii; Planothidium dispar"	Achnanthes dispar Cleve 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3474	Achnanthes dispar	http://www.catalogueoflife.org/col/details/species/id/07e86da00df3a832e6a171ad34e0a86e	Stoermer et al 1999; Makarewicz et al 1994; 			x							"Algaebase - Planothidium dispar (Cleve) Witkowski, Lange-Bertalot & Metzeltin: http://www.algaebase.org/search/species/detail/?species_id=64585; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes exigua 	13	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes exigua 	Species	Native			"subspecies: Achnanthes exigua var. constricta, Achnanthes exigua var. heterovalva; Achnanthidium exiguum, Achnanthidium exiguum var. heterovalvum, "	Achnanthes exigua var. constricta (Grunow) Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3450			Stoermer et al 1999; U.S. EPA GLNPO 2018; 	1	1	1		1					"Algaebase - Achnanthidium exiguum (Grunow) Czarnecki: http://www.algaebase.org/search/species/detail/?species_id=40140; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x		x						NA	NA
Achnanthes gracillima	14	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes gracillima	Species	Native			also as Achnanthes gracillima var. nipponica Sovereign; Nupela neogracillima 	Achnanthes gracillima Hust. emend. Foged 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591178	Achnanthes gracillima	http://www.catalogueoflife.org/col/details/species/id/7803e5da6c1694e025a9a9d852796750	Stoermer et al 1999; 										"Algaebase - Nupela neogracillima Kulikovskiy & Lange-Bertalot: http://www.algaebase.org/search/species/detail/?species_id=148610; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes hettensis 	15	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes hettensis 	Species	Native				Achnanthes hettensis A. Cleve 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591177			Stoermer et al 1999; 										"Algaebase - Achnanthes hettensis A.Cleve : http://www.algaebase.org/search/species/detail/?species_id=50088; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes incognita	16	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes incognita	Species	Native			Psammothidium incognitum 	Achnanthes incognita Krasske	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591176	Achnanthes incognita	http://www.catalogueoflife.org/col/details/species/id/ff49b27fb77adf085b1fd7c06ced2891	Stoermer et al 1999; 										"Algaebase - Psammothidium incognitum (Krasske) Van de Vijver: http://www.algaebase.org/search/species/detail/?species_id=63264; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes joursacense 	17	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes joursacense 	Species	Native				Achnanthes joursacense Hérib. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591175			Stoermer et al 1999; 										"Algaebase - Achnanthes jourseconse Héribaud-Joseph [unverified]: http://www.algaebase.org/search/species/detail/?species_id=99621; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes lapidosa	18	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes lapidosa	Species	Native			Nupela lapidosa 	Achnanthes lapidosa Krasske 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=193775	Achnanthes lapidosa	http://www.catalogueoflife.org/col/details/species/id/b3e99ff82d99f4bf14d1a6ac9e03a930	Stoermer et al 1999; 										"Algaebase - Nupela lapidosa (Krasske) Lange-Bertalot: http://www.algaebase.org/search/species/detail/?species_id=64360; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes lemmermannii 	19	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes lemmermannii 	Species	Native				"Achnanthes lemmermanni Hustedt, 1933 "	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3511			Stoermer et al 1999; U.S. EPA GLNPO 2018; 			1		1					"Algaebase - Achnanthes lemmermannii Hustedt: http://www.algaebase.org/search/species/detail/?species_id=33111; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x		x						NA	NA
Achnanthes nodosa 	20	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes nodosa 	Species	Native			Rossithidium nodosum	Achnanthes nodosa A. Cleve	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3567			Stoermer et al 1999; 										"Algaebase - Rossithidium nodosum (Cleve) Aboal: http://www.algaebase.org/search/species/detail/?species_id=107495; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes nollii 	21	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes nollii 	Species	Native				Achnanthes nollii Bock	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3527			Stoermer et al 1999; 										"Algaebase - Achnanthes nollii O.& W.Bock: http://www.algaebase.org/search/species/detail/?species_id=36958; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes oestrupii	22	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes oestrupii	Species	Native			Originally as Achnanthes oestrupi & Achnanthes oestrupii var. pungens (A.Cleve) Lange-Bert. in Lange-Bert. & Krammer; Planothidium oestrupii	Planothidium oestrupii (H. Bachm. & A. Cleve) Round & Bukht.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591420	synonym	http://www.catalogueoflife.org/col/details/species/id/47dd2ffccf90e14512f902c31664be23/synonym/88e5cd0b260cf43b843e951d8dae9116	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; U.S. EPA GLNPO 2018; 	1		x	x	1					"Algaebase - Achnanthes oestrupi (H.Bachm.& A.Cleve) Hustedt [unverified]: http://www.algaebase.org/search/species/detail/?species_id=50095; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x		x						NA	NA
Achnanthes pinnata 	23	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes pinnata 	Species	Native			Achnanthes conspicua	Achnanthes pinnata Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3534			Stoermer et al 1999; 										"Algaebase - Achnanthes conspicua Ant.Mayer: http://www.algaebase.org/search/species/detail/?species_id=33087; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes procera 	24	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes procera 	Species	Native			Achnanthes petersenii 	Achnanthes procera Hust. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591146			Stoermer et al 1999; 										"Algaebase - Achnanthes petersenii Hustedt: http://www.algaebase.org/search/species/detail/?species_id=36961; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes subsalsa	25	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes subsalsa	Species	Native			Achnanthidium subsalsum	Achnanthes subsalsa J. B. Petersen	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591147	Achnanthes subsalsa	http://www.catalogueoflife.org/col/details/species/id/a074c2acc56e442c8e4b10705078e889	Stoermer et al 1999; 										"Algaebase - Achnanthidium subsalsum (J.B.Petersen) Aboal: http://www.algaebase.org/search/species/detail/?species_id=122395; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes suchlandtii 	26	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes suchlandtii 	Species	Native			Karayevia suchlandtii	Achnanthes suchlandtii Hust.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3478			Stoermer et al 1999; U.S. EPA GLNPO 2018; 	1	1		1	1					"Algaebase - Karayevia suchlandtii (Hustedt) Buktiyarova: http://www.algaebase.org/search/species/detail/?species_id=139527; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x		x						NA	NA
Achnanthes thermalis	27	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes thermalis	Species	Native			Crenotia thermalis	Achnanthes thermalis (Rabenh.) Schönfeld 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591148	Achnanthes thermalis	http://www.catalogueoflife.org/col/details/species/id/883c3503022102774c6b959b8f27ca24	Stoermer et al 1999; 										"Algaebase - Crenotia thermalis (Rabenhorst) Wojtal: http://www.algaebase.org/search/species/detail/?species_id=159477; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes ventralis 	28	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes ventralis 	Species	Native			Psammothidium ventrale	Achnanthes ventralis (Krasske) Lange-Bert. in Lange-Bert. & Krammer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=193783			Stoermer et al 1999; 										"Algaebase - Psammothidium ventrale (Krasske) Bukhtiyarova & Round: http://www.algaebase.org/search/species/detail/?species_id=34313; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes ventraloconfusa 	29	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes ventraloconfusa 	Species	Native			Achnanthes ventraloconfusa fo. simplex Lange-Bert. in Lange-Bert. & Krammer	species not found				Stoermer et al 1999; 										"Algaebase - species not found: ; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthes wellsiae 	30	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	diatom	monoraphid	Achnanthes wellsiae 	Species	Native				Achnanthes wellsiae C. W. Reimer	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=3563			Stoermer et al 1999; 										"Algaebase - Achnanthes wellsiae Reimer: http://www.algaebase.org/search/species/detail/?species_id=30923; Habitat - Occur in periphyton, adnate, or at the ends of short, mucilaginous stalks.; Other notes - "	x	x								NA	NA
Achnanthidium affine 	31	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium affine 	Species	Native				Achnanthidium affine (Grunow) Czarn. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591149			Stoermer et al 1999; 										Algaebase - Achnanthidium affine (Grunow) Czarnecki : http://www.algaebase.org/search/species/detail/?species_id=33149; Habitat - ; Other notes - 										NA	NA
Achnanthidium duthii 	32	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium duthii 	Species	Native				Achnanthidium duthii (Screen.) M. B. Edlund 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591150			Stoermer et al 1999; 										Algaebase - Achnanthidium duthii (Sreen.) M.B.Edlund [unverified]: http://www.algaebase.org/search/species/detail/?species_id=50102; Habitat - ; Other notes - 										NA	NA
Achnanthidium exiguum	33	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium exiguum	Species	Native			"Originally as Achnanthes exigua var. heterovalva fo. semiaperta H.Guermeur, Achnanthidium exiguum var. heterovalvum (Krasske) Czarn."	Achnanthidium exiguum (Grunow) Czarn	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591151	Achnanthidium exiguum	http://www.catalogueoflife.org/col/details/species/id/3a1622c30892797bdce315864af115a9	Stoermer et al 1999; Makarewicz et al 1994; Makarewicz et al 1995; 			x	x						Algaebase - Achnanthidium exiguum (Grunow) Czarnecki : http://www.algaebase.org/search/species/detail/?species_id=40140; Habitat - ; Other notes - 										NA	NA
Achnanthidium exilis	34	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium exilis	Species	Native				Achnanthidium exilis (Kütz.) Bukht.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591152	Achnanthidium exilis	http://www.catalogueoflife.org/col/details/species/id/3c2b861da701d9de0ca366010185fa30	Stoermer et al 1999; Makarewicz et al 1994; 			x							Algaebase - species not found: ; Habitat - ; Other notes - 										NA	NA
Achnanthidium hungaricum 	35	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium hungaricum 	Species	Native			Lemnicola hungarica	Achnanthidium hungaricum Grunow 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591154			Stoermer et al 1999; 										Algaebase - Lemnicola hungarica (Grunow) Round & Basson: http://www.algaebase.org/search/species/detail/?species_id=44553; Habitat - ; Other notes - 										NA	NA
Achnanthidium kryophila	36	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium kryophila	Species	Native				Achnanthidium kryophila (J. B. Petersen) Bukht. 	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591159	Achnanthidium kryophila	http://www.catalogueoflife.org/col/details/species/id/4a6be897d6ed42c9316ab8eddca25873	Stoermer et al 1999; Makarewicz et al 1995; 				x						Algaebase - Achnanthidium kryophila (J.B.Petersen) Bukhtiyarova: http://www.algaebase.org/search/species/detail/?species_id=33153; Habitat - ; Other notes - 										NA	NA
Achnanthidium kryophila	37	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium kryophila	Species	Native			Originally as Achnanthes kryophila var. africana Choln.; Achnanthidium kryophila	Achnanthidium kryophila (J. B. Petersen) Bukht.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591159	Achnanthidium kryophila	http://www.catalogueoflife.org/col/details/species/id/4a6be897d6ed42c9316ab8eddca25873	Stoermer et al 1999; 										Algaebase - Achnanthidium kryophila (J.B.Petersen) Bukhtiyarova: http://www.algaebase.org/search/species/detail/?species_id=33153; Habitat - ; Other notes - 										NA	NA
Achnanthidium lanceolatum	38	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium lanceolatum	Species	Native			"Originally as Achnanthidium lanceolata var. haynaldii, Achnanthidium lanceolatum var. elliptica & Achnanthidium lanceolatum var. genuinum A.Mayer; Planothidium lanceolatum"	Achnanthidium lanceolatum Bréb. in Kütz	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591160	Achnanthidium lanceolatum	http://www.catalogueoflife.org/col/details/species/id/40b35ff2d611b49b1059947061ad9e71	Stoermer et al 1999; 										Algaebase - Planothidium lanceolatum (Brébisson ex Kützing) Lange-Bertalot: http://www.algaebase.org/search/species/detail/?species_id=46695; Habitat - ; Other notes - 										NA	NA
Achnanthidium lineare 	39	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium lineare 	Species	Native			Originally as Achnanthes linearis fo. curta H.L.Sm. and Achnanthes linearis var. nipponica Skvortzov.  IT IS accepts the name Achnanthes linearis var. curta under that name but does not recognize the other subspecies and changes the base name to Rossithidium lineare.  Algaebase considers both subspecies to be synonyms for Achnanthidium lineare. 	Rossithidium linearis (W. Sm.) Round & Bukht.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591390	synonym	http://www.catalogueoflife.org/col/details/species/id/5bbb9a0f115c4dcce392036008e018f0/synonym/c7655110b777f71a61356a4d3238a695	Stoermer et al 1999; U.S. EPA GLNPO 2018; 	1	1	1		1					Algaebase - Achnanthidium lineare W.Smith: http://www.algaebase.org/search/species/detail/?species_id=37008; Habitat - ; Other notes - 				x						NA	NA
Achnanthidium microcephalum	40	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium microcephalum	Species	Native			Also originally as Achnanthes microcephala; Algaebase considers this a synonym for Achnanthidium minutissimum but IT IS retains these as separate species	Achnanthidium microcephalum (Kütz.) vide Rabenh.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591165	Achnanthidium microcephalum	http://www.catalogueoflife.org/col/details/species/id/fca0667ac073bcbe1a3bd36e88921666	Stoermer et al 1999; Makarewicz et al 1994; U.S. EPA GLNPO 2018; 	1	1	1		1					Algaebase - Achnanthidium minutissimum (Kützing) Czarnecki: http://www.algaebase.org/search/species/detail/?species_id=33155; Habitat - ; Other notes - 				x						NA	NA
Achnanthidium minutissimum	41	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	diatom	monoraphid	Achnanthidium minutissimum	Species	Native			Originally as Achnanthes minutissima var. cryptocephala Grunow and Achnanthes minutissima var. robusta Hust.; Achnanthes minutissimum (Kützing) Czarnecki	Achnanthidium minutissimum (Kütz.) Czarn.	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=591164	Achnanthidium minutissimum	http://www.catalogueoflife.org/col/details/species/id/b5953fc59f638af28168525410918332	Stoermer et al 1999; U.S. EPA GLNPO 2018; 	1	1	1	1	1					Algaebase - Achnanthidium minutissimum (Kützing) Czarnecki: http://www.algaebase.org/search/species/detail/?species_id=33155; Habitat - ; Other notes - 				x			http://www.boldsystems.org/index.php/Taxbrowser_Taxonpage?searchTax=Search+Taxonomy&taxon=Achnanthidium+minutissimum			NA	NA
